city,idx,name,current_img,current,current_ratio,tier,proposed_file,proposed,proposed_ratio,alternates
udaipur,5,Monsoon Palace (Sajjangarh),images/landmarks/udaipur-monsoon-palace.webp,1200x1600,0.75,strong,File:Sajjangarh- monsoon palace 02.jpg,4320x3240,1.333,File:Sajjangarh- monsoon palace 01.jpg | File:Sajjangarh- monsoon palace 06.jpg | File:Sajjangarh- monsoon palace 03.jpg
ushuaia,1,Beagle Channel and Les Éclaireurs Lighthouse,images/landmarks/ushuaia-beagle-channel-les-eclaireurs-lighthouse.webp,1200x1600,0.75,strong,"File:""Les Eclaireurs"" Lighthouse in the Beagle Channel (5525329294).jpg",5616x3744,1.5,"File:Faro Les Éclaireurs en Canal de Beagle.JPG | File:Faro Les Éclaireurs — Lighthouse at the End of the World..jpg | File:Faro Les Éclaireurs, Beagle Canal, Argentina.jpg"
utrecht,4,Museum Speelklok,images/landmarks/utrecht-museum-speelklok.webp,1200x1600,0.75,strong,File:Museum speelklok tot pierement (255) (8201652137).jpg,2960x1857,1.594,File:De Hamburgerbrug met de Oudegracht en de Domtoren in de Stad Utrecht.jpg | File:2012 Domtoren Utrecht.jpg | File:20150705 Tour onder de Dom-30.jpg
valletta,0,St. John's Co-Cathedral,images/landmarks/valletta-st-johns-co-cathedral.webp,1200x1600,0.75,good,"File:Church of Santa Marija, Mosta (Rotunda of Mosta) 07.jpg",4000x3000,1.333,"File:Church of Santa Marija, Mosta (Rotunda of Mosta) 14.jpg | File:Church of Santa Marija, Mosta (Rotunda of Mosta) 15.jpg | File:Church of Santa Marija, Mosta (Rotunda of Mosta) 41.jpg"
varanasi,9,Sankat Mochan Hanuman Temple,images/landmarks/varanasi-sankat-mochan-hanuman-temple.webp,1200x1600,0.75,strong,"File:Sankat Mochan temple entrance, Varanasi - IRCTC 2017.jpg",4608x3456,1.333,File:Sankat mochan temple lmp 2.jpg
vancouver,3,Vancouver Lookout,images/landmarks/vancouver-vancouver-lookout.webp,1200x1600,0.75,strong,File:Vancouver Lookout (43815013895).jpg,5160x3440,1.5,"File:Vancouver (BC, Canada), Stanley Park, The Port of Vancouver Lookout -- 2022 -- 2057.jpg | File:Vancouver Lookout @ Harbour Centre (6623483103).jpg | File:Vancouver Lookout @ Harbour Centre (6623196731).jpg"
valparaiso,7,Muelle Prat and the Harbour Boat Tours,images/landmarks/valparaiso-muelle-prat.webp,1200x1600,0.75,good,"File:Muelle Prat, Valparaíso 20200207 05.jpg",6000x4000,1.5,"File:Muelle Prat, Valparaíso 20201102 01.jpg | File:Muelle Prat, Valparaíso 20211003.jpg | File:Botes turísticos en el Muelle Prat de Valparaíso.JPG"
varanasi,5,"New Vishwanath Temple, Banaras Hindu University",images/landmarks/varanasi-new-vishwanath-temple-bhu.webp,1200x1600,0.75,strong,File:Woman outside New Vishwanath Temple - Banaras Hindu University - Varanasi - Uttar Pradesh - India - 02 (12519655464).jpg,3648x2736,1.333,File:Students outside Cafe - Banaras Hindu University - Varanasi - Uttar Pradesh - India (12519736044).jpg | File:Man with Bike - Banaras Hindu University - Varanasi - Uttar Pradesh - India (12519440965).jpg
verona,6,Torre dei Lamberti,images/landmarks/verona-torre-dei-lamberti.webp,1200x1600,0.75,strong,File:Alrededor de la Torre dei Lamberti 03.jpg,5184x3456,1.5,File:Alrededor de la Torre dei Lamberti 02.jpg | File:Alrededor de la Torre dei Lamberti 01.jpg | File:Alrededor de la Torre dei Lamberti 06.jpg
vilnius,4,Užupis,images/landmarks/vilnius-uzupis.webp,1200x1600,0.75,strong,"File:Uzupis, Vilnius, Lithuania (27019343633).jpg",4608x3072,1.5,"File:Uzupis, Vilnius, Lithuania (27019348693).jpg | File:Uzupis, Vilnius, Lithuania (27628505795).jpg | File:Uzupis, Vilnius, Lithuania (27628522045).jpg"
vilnius,6,Three Crosses Hill,images/landmarks/vilnius-three-crosses.webp,1200x1600,0.75,strong,File:357 vilnius Three Crosses Hill (28513689026).jpg,6000x4000,1.5,File:HILL OF THREE CROSSES VILLINUS LITHUANIA SEP 2013 (9851344253).jpg | File:Three Crosses Hill 01(js).jpg | File:266 vilnius Three Crosses Hill (16652630901).jpg
vina-del-mar,0,Reloj de Flores (Flower Clock),images/landmarks/vina-del-mar-flower-clock.webp,1200x1600,0.75,strong,"File:Reloj de flores, Viña del Mar 20200120 66.jpg",6000x4000,1.5,"File:Reloj de flores, Viña del Mar 20200120 67.jpg | File:Viña del Mar Reloj de Flores 2019.jpg | File:Wiki Tour - Reloj de Flores.JPG"
vladivostok,4,Tokarevsky Lighthouse,images/landmarks/vladivostok-tokarevsky-lighthouse.webp,1200x1599,0.75,strong,File:Tokarevskiy lighthouse (21902547329).jpg,3275x2183,1.5,File:Vladivostok Tokarev Lighthouse 2024-09 10.jpg | File:Tokarev Lighthouse by Vyacheslav Ovchinnikov.jpg | File:Маяк Токаревская кошка.jpg
vina-del-mar,3,Museo Fonck and the Easter Island Moai,images/landmarks/vina-del-mar-museo-fonck.webp,960x1280,0.75,good,"File:Museo Fonck, Viña del Mar 20230716.jpg",6000x4000,1.5,File:Ajuar y ceramica Aconcagua Museo Fonck 02.jpg | File:Carámica Aconcagua Museo Fonck 04.jpg | File:Carámica Aconcagua Museo Fonck 03.jpg
wellington,0,The Beehive (NZ Parliament Buildings),images/landmarks/wellington-the-beehive-nz-parliament-buildings.webp,1200x1600,0.75,good,"File:Wellington, Beehive, May 2015.jpg",5042x3293,1.531,"File:Wellington, Beehive, 2016-01-25-3.jpg | File:Wellington, Beehive, 2016-01-25-2.jpg | File:Beehive (5735248969).jpg"
windhoek,7,Zoo Park,images/landmarks/windhoek-zoo-park.webp,480x640,0.75,strong,"File:Zoo Park, Windhoek Mike Krüger 140410 1.jpg",9181x4891,1.877,File:Dorslandtrek-Monument.jpg | File:Onelungo Ponds 1.jpg | File:Okahao Baobab 1.jpg
vladivostok,5,S-56 Submarine Memorial Museum,images/landmarks/vladivostok-s56-submarine-museum.webp,1200x1600,0.75,good,File:С-56 торпедный аппарат № 4.JPG,4608x3456,1.333,
wroclaw,5,Wrocław's Dwarfs (Krasnale),images/landmarks/wroclaw-wroclaw-s-dwarfs-krasnale.webp,1200x1600,0.75,good,File:Dworzec Wrocław Główny nocą.jpg,6000x4000,1.5,"File:Mosty Warszawskie Wrocław 2020.jpg | File:FreeNow, Wroclaw (P1180339).jpg | File:CityBoats, Wroclaw (P1180317).jpg"
wroclaw,7,University of Wrocław & Aula Leopoldina,images/landmarks/wroclaw-university-of-wroclaw-and-aula-leopoldina.webp,1200x1600,0.75,strong,File:Uniwersytet Wrocławski – Aula Leopoldina The University of Wroclaw – Aula Leopoldina (32263655011).jpg,5477x3651,1.5,"File:Uniwersytet Wrocławski – Aula Leopoldina The University of Wroclaw – Aula Leopoldina (32006423730).jpg | File:Uniwersytet Wrocławski – Aula Leopoldina The University of Wroclaw – Aula Leopoldina (32233644812).jpg | File:Wrocław, Collegium Maximum, Aula Leopoldina (1).jpg"
willemstad,2,Mikvé Israel-Emanuel Synagogue,images/landmarks/willemstad-mikve-israel-emanuel-synagogue.webp,1200x1600,0.75,strong,File:Mikve Israel Synagoge - panoramio.jpg,5472x3648,1.5,File:Hanchi Snoa 29 ‘Mikvé Israël’.png
yangzhou,9,Wangshi Xiaoyuan (Wang Family Compound),images/landmarks/yangzhou-wangshi-xiaoyuan.webp,1200x1600,0.75,good,File:Wang's Residence944.jpg,6000x4000,1.5,File:Wang's Residence2615.jpg | File:春晖室0933.jpg | File:小苑春深0934.jpg
wurzburg,4,Marienkapelle,images/landmarks/wurzburg-marienkapelle.webp,1200x1600,0.75,strong,File:Marienkapelle - panoramio (18).jpg,5184x3456,1.5,"File:Figur auf der Turmspitze der Marienkapelle (Würzburg), Marienplatz 2, Marktplatz 7, Würzburg, 2024-09-07, yj.jpg | File:Die Marienkapelle auf dem Marktplatz in Würzburg. 08.jpg | File:2022 Marienkapelle 2.jpg"
yangshuo,6,Silver Cave (Yinzi Yan),images/landmarks/yangshuo-silver-cave.webp,1200x1600,0.75,strong,File:YinZiYan - 银子岩 - Silver Cave - 2.jpg,4608x3456,1.333,File:YinZiYan - 银子岩 - Silver Cave - 1 2.jpg | File:YinZiYan - 银子岩 - Silver Cave 02.jpg | File:YinZiYan - 银子岩 - Silver Cave 06.jpg
yokohama,6,Yokohama Marine Tower,images/landmarks/yokohama-marine-tower.webp,1200x1600,0.75,strong,File:Yokohama Marine Tower.jpg,3888x2592,1.5,File:Yokohama Marine Tower - from yamashita-park - jan3 - 2012.jpg | File:Yokohama Marine Tower from a distance - 2022 Sept 4 various 21 24 59 719000.jpeg | File:Yokohama Marine Tower 2022 - 02.jpg
yaounde,2,Reunification Monument,images/landmarks/yaounde-reunification-monument.webp,1200x1600,0.75,strong,File:Yaoundé vue du monument de la réunification.jpg,5760x3840,1.5,"File:Yaoundé du monument de la réunification 1.jpg | File:Monument Reunification 4.JPG | File:Reunification Monument. Pyongyang, North Korea. (2605082432).jpg"
yazd,9,Chak Chak (Pir-e Sabz),images/landmarks/yazd-chak-chak.webp,1200x1600,0.75,good,File:Chak Chak in Iran 04.jpg,4928x3264,1.51,File:Chak Chak in Iran 06.jpg | File:Chak Chak in Iran 07.jpg | File:Chak Chak in Iran 08.jpg
yerevan,5,Blue Mosque,images/landmarks/yerevan-blue-mosque.webp,1200x1600,0.75,strong,"File:Blue Mosque, Yerevan, 2022 06.jpg",4000x3000,1.333,"File:Blue Mosque, Yerevan, 2022 04.jpg | File:Blue Mosque, Yerevan, 2022 05.jpg | File:Yerevan Blue mosque entrance 2015.jpg"
york,2,York City Walls,images/landmarks/york-city-walls.webp,1200x1600,0.75,strong,"File:1259262 City Walls, Micklegate Bar, seen from the South York 20240521 0133 DxO.jpg",7641x5094,1.5,"File:1259262 City Walls, Micklegate Bar, seen from the South York 20240521 0134 DxO.jpg | File:Christmas lights on Micklegate Bar York.jpg | File:Christmas lights on Micklegate Bar York 01.jpg"
york,1,The Shambles,images/landmarks/york-the-shambles.webp,1200x1600,0.75,good,"File:Merchant Adventurers' Hall, York.jpg",3264x2448,1.333,
york,4,Jorvik Viking Centre,images/landmarks/york-jorvik-viking-centre.webp,1200x1600,0.75,good,File:2 and 4 Goodramgate York 01.jpg,4504x3378,1.333,File:24-36 High Petergate York Feb 2024.jpg | File:6 and 7 Tower Street York Feb 24.jpg | File:31 Castlegate York Feb 2024 03.jpg
san-salvador,2,Monumento al Divino Salvador del Mundo,images/landmarks/san-salvador-monumento-al-divino-salvador-del-mundo.webp,450x599,0.751,strong,File:Monumento al Divino Salvador del Mundo en El Salvador.jpg,4078x2719,1.5,File:Monumento a El Salvador del Mundo.JPG | File:Monumento El Salvador del Mundo.JPG | File:Monumento del Salvador Del Mundo (Patrono de San Salvador.) 2.jpg
guayaquil,9,Malecón del Salado,images/landmarks/guayaquil-malecon-del-salado.webp,1200x1595,0.752,strong,File:Jardines Malecón del Salado.jpg,4080x3072,1.328,File:Velas del Malecón del Salado.jpg | File:Vista panorámica del Malecón del Salado.jpg | File:Malecon del Salado.jpg
jakarta,1,Istiqlal Mosque,images/landmarks/jakarta-istiqlal-mosque.webp,1200x1595,0.752,strong,File:Secretary Kerry Bids Farewell to Female Students at Istiqlal Mosque (12555993344).jpg,2615x1736,1.506,"File:Secretary Kerry Applauded After Banging Gong at Istiqlal Mosque (12555507775).jpg | File:Collectie NMvWereldculturen, TM-20023592, Dia, 'Interieur van de Istiqlal moskee', fotograaf Paul Romijn, 02-1993 - 03-1993.jpg"
chamonix-mont-blanc,0,Aiguille du Midi,images/landmarks/chamonix-mont-blanc-aiguille-du-midi.webp,1200x1596,0.752,strong,"File:Mont Blanc du Tacul from Aiguille du Midi, Chamonix, Haute-Savoie.jpg",7728x5152,1.5,"File:Mont Maudit and Mont Blanc from Aiguille du Midi, Chamonix, Haute-Savoie.jpg | File:Aiguille Verte et Aiguille du Midi depuis le Col des Rognes.JPG | File:TER Z 800 train rides into Chamonix-Aiguille-du-Midi station, Chamonix-Mont-Blanc, 2025.jpg"
jinghong,1,Gaozhuang Xishuangjing Starlight Night Market,images/landmarks/jinghong-gaozhuang-night-market.webp,1200x1595,0.752,good,File:景洪 大金塔寺之全景 03.jpg,6000x4000,1.5,File:景洪 大金塔寺之全景 01.jpg | File:景洪 大金塔寺之全景 02.jpg | File:景洪 大金塔寺之细节 01.jpg
salamanca,8,Convento de las Dueñas,images/landmarks/salamanca-convento-de-las-duenas.webp,900x1197,0.752,strong,File:Salamanca Convento de las Dueñas 415.jpg,4896x3264,1.5,File:Salamanca Convento de las Dueñas 430.jpg | File:Salamanca Convento de las Dueñas 436.jpg | File:Salamanca Convento de las Dueñas 445.jpg
rabat,5,Medina of Rabat and Rue des Consuls,images/landmarks/rabat-medina-rue-des-consuls.webp,1200x1593,0.753,strong,File:Rabat Historic City Oudaya Chellah Medina 027.jpg,4032x3024,1.333,File:La médina de Rabat pendant le confinement.jpg | File:Faisceaux lumineux à la médina de Rabat.jpg | File:Shopping à la médina de Rabat.jpg
lijiang,2,Mu Family Mansion (Mufu Palace),images/landmarks/lijiang-mu-family-mansion.webp,1200x1593,0.753,good,"File:Mu Mansion, Dali.jpg",3648x2736,1.333,"File:Mu Mansion, Yunnan.jpg | File:Mu Mansion main courtyard 1.JPG | File:Mu Mansion entrance.JPG"
las-palmas-de-gran-canaria,7,Calle Mayor de Triana,images/landmarks/las-palmas-de-gran-canaria-calle-mayor-de-triana.webp,1200x1593,0.753,strong,File:Walking Along Calle Triana (202347711).jpeg,2048x1365,1.5,File:Photo house front side balcony Calle del Cementario No2 teror gran canaria spain 2015-12-25.jpg | File:Triana Major Street-Las Palmas de Gran Canaria00.jpg | File:Galdar calle.JPG
puerto-princesa,7,Iwahig River Firefly Watching,images/landmarks/princesa-iwahig-firefly.webp,1200x1593,0.753,good,File:Contemplating U River's Allure.jpg,5000x3333,1.5,File:The river flows on (9165586084).jpg | File:Kilbay River.jpg | File:Daguitan River & The NIA Irrigation Facility.jpg
regensburg,8,Schottenkirche St. Jakob,images/landmarks/regensburg-schottenkirche.webp,482x640,0.753,strong,File:Schottenkirche St. Jakob Regensburg Jakobstraße 3 D-3-62-000-596 05.jpg,4608x3456,1.333,File:Schottenkirche St. Jakob Regensburg Jakobstraße 3 D-3-62-000-596 08.jpg | File:Schottenkirche St. Jakob Regensburg Jakobstraße 3 D-3-62-000-596 10 Nordportal.jpg | File:Schottenkirche St. Jakob Regensburg Jakobstraße 3 D-3-62-000-596 11 Nordportal.jpg
taipei,5,Elephant Mountain (Xiangshan),images/landmarks/taipei-elephant-mountain-xiangshan.webp,1200x1593,0.753,strong,File:Taipei view from Xiangshan (Mount Elephant) 20240114 03.jpg,4000x2250,1.778,File:Observation deck at Xiangshan.jpg | File:Xiangshan 象山 - panoramio.jpg | File:象山 Xiangshan - panoramio (2).jpg
san-cristobal-de-las-casas,4,Cerrito de San Cristóbal,images/landmarks/san-cristobal-de-las-casas-cerrito-de-san-cristobal.webp,976x1296,0.753,strong,"File:Escaleras del Templo del Cerrillo o San Cristóbal, San Cristóbal de las Casas.jpg",6000x4000,1.5,"File:Calle Hermanos Domínguez y Templo de San Cristóbal, San Cristóbal de las Casas.jpg | File:Staiarway to Cerro de San Cristobal - San Cristobal de las Casas - Chiapas - Mexico.jpg | File:PARTE SUPERIOR DEL TEMPLO DE SAN CRISTOBAL, SCLC.jpg"
san-marino,0,Guaita Tower,images/landmarks/san-marino-guaita-tower.webp,1200x1593,0.753,strong,"File:Torre Guaita, San Marino, 2022-09-20, DD 33.jpg",8688x5792,1.5,"File:Torre Guaita, San Marino, 2022-09-20, DD 34-36 HDR.jpg | File:Torre Guaita, San Marino, 2022-09-20, DD 40.jpg | File:Torre Guaita, San Marino, 2022-09-20, DD 37.jpg"
tokyo,7,"Takeshita Street, Harajuku",images/landmarks/tokyo-takeshita-street.webp,1200x1593,0.753,strong,File:Mcdonalds Harajuku Takeshita Street 2016 (36129258661).jpg,5184x3456,1.5,File:Harajuku Takeshita Street snow 2016-01-18.jpg | File:Harajuku - Takeshita Street 03 (15554757687).jpg | File:Harajuku - Takeshita Street 04 (15739930755).jpg
wellington,5,Oriental Bay,images/landmarks/wellington-oriental-bay.webp,893x1186,0.753,strong,"File:Sam and John, Oriental Bay, Wellington, 3 July 2010 - Flickr - PhillipC.jpg",3959x2704,1.464,"File:Sam, Luci, John, Oriental Bay, Wellington, 3 July 2010 - Flickr - PhillipC.jpg | File:Lit up Norfolk pines at Oriental Bay at night.jpg | File:Oriental Bay, Wellington (21473321670).jpg"
legaspi,7,St. Gregory the Great Cathedral,images/landmarks/legaspi-st-gregory-cathedral.webp,1200x1591,0.754,strong,"File:St. Gregory Cathedral, Legazpi albay.jpg",3264x2448,1.333,"File:Saint Gregory the Great Cathedral.jpg | File:Saint Gregory the Great Cathedral Legazpi.jpg | File:St. Gregory the Great Cathedral, Legazpi City.jpg"
lusaka,4,Cairo Road,images/landmarks/lusaka-cairo-road.webp,1200x1591,0.754,strong,File:CAIRO ROAD.jpg,4160x3120,1.333,File:Cairo Road - Hauptstraße im Stadtzentrum.jpg | File:2010 Cairo Road Lusaka Zambia 4973669840.jpg | File:Lusaka Transport in OLD PICTURE - 2020.jpg
tozeur,4,Chak Wak Park,images/landmarks/tozeur-chak-wak-park.webp,1125x1491,0.755,strong,File:Parc Chak Wak Tozeur 02.jpg,4128x3096,1.333,File:Parc Chak Wak Tozeur 04.jpg | File:Parc Chak Wak Tozeur 06.jpg | File:Parc Chak Wak Tozeur 09.jpg
york,8,Merchant Adventurers' Hall,images/landmarks/york-merchant-adventurers-hall.webp,1200x1589,0.755,strong,File:Merchant Adventurers' Hall (5633244416).jpg,4557x3038,1.5,"File:Merchant Adventurers' Hall York 02.jpg | File:Merchant Adventurers Hall, York (1).jpg | File:Merchant Adventurers Hall, York (2).jpg"
zhoushan,3,Fanyin Cave,images/landmarks/zhoushan-fanyin-cave.webp,929x1230,0.755,good,"File:Putuo, Zhoushan, Zhejiang, China - panoramio (5).jpg",5122x3415,1.5,"File:Putuo, Zhoushan, Zhejiang, China - panoramio (12).jpg | File:Pu tuo shan.JPG | File:Putuoshan Heart Sutra 普陀山 心經.jpg"
nice,4,Nice Cathedral (Sainte-Réparate),images/landmarks/nice-nice-cathedral-sainte-reparate.webp,1200x1588,0.756,strong,File:Nice (06) Cathédrale Sainte-Réparate 798.jpg,4851x3234,1.5,"File:Nice (06) Cathédrale Sainte-Réparate Dôme 276.jpg | File:Vierge et angelots Cathédrale Sainte Réparate Nice, détail visage.jpg | File:Vierge et angelots Cathédrale Sainte Réparate Nice détail visage angelot 2.jpg"
bristol,6,Wills Memorial Building,images/landmarks/bristol-wills-memorial-building.webp,1200x1585,0.757,strong,File:Bristol 2023 - Wills Memorial Building - by-RaBoe 198.jpg,5569x3712,1.5,"File:Bristol 2023 - Wills Memorial Building - by-RaBoe 199.jpg | File:Wills Memorial Building, Bristol University (2316).jpg | File:Wills Memorial Building, Bristol University (2318).jpg"
bandung,5,Villa Isola,images/landmarks/bandung-villa-isola.webp,1200x1583,0.758,strong,"File:Villa Isola, jl. Setyabudi, tuintrap achterzijde - 20651434 - RCE.jpg",3702x2467,1.501,"File:Villa Isola, jl. Setyabudi, ingangspartij - 20651439 - RCE.jpg | File:Villa Isola, jl. Setyabudi, venster achterzijde - 20651436 - RCE.jpg | File:Villa Isola, jl. Setyabudi, achteraanzicht en trap vijver - 20651432 - RCE.jpg"
san-marino,5,Piazza della Libertà,images/landmarks/san-marino-piazza-della-liberta.webp,1200x1583,0.758,strong,File:Piazza della Liberta din San Marino.jpg,4000x3000,1.333,File:Piazza della Liberta din San Marino2.jpg | File:Piazza della Liberta din San Marino3.jpg | File:San Marino statua della libertà.jpg
toulouse,5,Hôtel d'Assézat,images/landmarks/toulouse-hotel-dassezat.webp,1200x1583,0.758,strong,File:Hôtel d'Assézat - panoramio.jpg,4752x3168,1.5,File:Hôtel d'Assézat - panoramio (1).jpg | File:Hôtel d'Assézat - panoramio (3).jpg | File:Salon de thé à l'hôtel d'Assézat - panoramio.jpg
milan,1,Galleria Vittorio Emanuele II,images/landmarks/milan-galleria-vittorio-emanuele-ii.webp,1200x1582,0.759,strong,File:Galleria Vittorio Emanuele II (Milan) 20150808.jpg,5184x3456,1.5,"File:Galleria Vittorio Emanuele II (45296169021).jpg | File:Galleria Vittorio Emanuele, Milano, Italy.jpg | File:Galleria Vittorio Emanuele II Notte.jpg"
abuja,3,National Christian Centre,images/landmarks/abuja-national-christian-centre.webp,719x945,0.761,good,File:Abuja Boys (18687704606).jpg,6000x4000,1.5,"File:Abuja Street Portrait (16780440418).jpg | File:A man frying fish at Jabi fish Market, Abuja.jpg | File:National Church of Nigeria in Abuja 06.jpg"
alice-springs,7,Standley Chasm (Angkerle Atwatye),images/landmarks/alice-springs-standley-chasm.webp,609x800,0.761,strong,"File:Standley Chasm, October 2025 03.jpg",4032x3024,1.333,"File:Standley Chasm, October 2025 02.jpg | File:Standley Chasm, October 2025 04.jpg | File:Standley Chasm, October 2025 06.jpg"
honolulu,2,USS Arizona Memorial,images/landmarks/honolulu-uss-arizona-memorial.webp,1200x1576,0.761,good,File:The World War Memorial (page 228 crop) The Story of a Southern School.jpg,2186x1358,1.61,"File:Hawaii - Big Island- UH 88-inch Telescope on Mauna Kea (14,000 ft) (6563825621).jpg | File:Shirley Chisholm State Park td (2019-07-14) 009 - Penn Park.jpg | File:Murphy Square stone.jpg"
glasgow,7,Equestrian Statue of the Duke of Wellington (with traffic cone),images/landmarks/glasgow-wellington-statue.webp,1200x1574,0.762,strong,"File:Gallery of Modern Art (GoMA) and Duke of Wellington Traffic Cone, Glasgow, Scotland 12281772004.jpg",4594x3063,1.5,"File:Equestrian statue of the Duke of Wellington, Glasgow in September 2022.jpg | File:GoMA, the Duke of Wellington, and Traffic Cones (12281772004).jpg | File:Duke of Wellington and Copenhagen - August 2023.jpg"
tampere,9,Tallipiha Stable Yards,images/landmarks/tampere-tallipiha-stable-yards.webp,1200x1575,0.762,good,File:Tampere - Tallipiha.jpg,5289x3537,1.495,File:Tampere - Tallipiha 2.jpg | File:Tallipiha cafe.jpg | File:Xeo Tallipiha 2.jpg
trier,1,Trier Cathedral (Dom St. Peter),images/landmarks/trier-trier-cathedral.webp,1200x1574,0.762,strong,File:Trier Dom St. Peter 01.JPG,3444x2586,1.332,"File:Trier Dom St. Peter 08.JPG | File:Trier Dom St. Peter 10.JPG | File:Trier, Blick von der Porta Nigra zum Dom St.Peter-2.jpg"
port-elizabeth,6,South End Museum,images/landmarks/port-elizabeth-south-end-museum.webp,780x1024,0.762,strong,File:South End Museum Humewood Road - Port Elizabeth-001.jpg,1840x1246,1.477,
chicago,7,Chicago Water Tower,images/landmarks/chicago-water-tower.webp,1200x1572,0.763,strong,File:Carriage on Michigan Ave in Chicago passing northbound by the Chicago Water Tower in May 2016.jpg,6000x4000,1.5,File:20160118 06 Chicago Water Tower (26195616946).jpg | File:20160118 08 Chicago Water Tower (26221532755).jpg | File:Chicago Water Tower in Early Spring.jpg
